"contract","payment_method","tenure_months","monthly_charges","total_charges","churn_value","churn_score","cltv"
"Two year","Mailed check",24,"19.7","494.05",0,31,"3594"
"One year","Credit card (automatic)",32,"104.05","3416.85",0,60,"2335"
"Two year","Bank transfer (automatic)",27,"52.85","1498.65",0,23,"2842"
"Month-to-month","Bank transfer (automatic)",58,"80.65","4807.35",0,33,"6043"
"Two year","Credit card (automatic)",18,"24.65","471.35",0,78,"5231"
"Two year","Bank transfer (automatic)",47,"21.3","1041.8",0,30,"2861"
"Two year","Electronic check",70,"110.2","7689.8",0,53,"4098"
"Month-to-month","Credit card (automatic)",36,"51.05","1815.0",0,56,"2161"
"Two year","Mailed check",67,"19.8","1311.3",0,75,"4260"
"Month-to-month","Mailed check",10,"19.9","199.45",0,65,"5811"
"Month-to-month","Electronic check",19,"87.3","1637.3",0,70,"4447"
"Two year","Bank transfer (automatic)",71,"19.85","1326.35",0,54,"6342"
"Two year","Mailed check",72,"89.4","6376.55",0,52,"6044"
"Two year","Mailed check",48,"20.0","935.9",0,50,"2608"
"Month-to-month","Mailed check",1,"20.05","20.05",0,79,"2067"
"Month-to-month","Electronic check",18,"83.25","1611.15",0,43,"2065"
"Two year","Bank transfer (automatic)",67,"102.9","6989.7",0,52,"5869"
"Two year","Mailed check",69,"39.1","2779.5",0,53,"5987"
"Two year","Mailed check",72,"114.5","8331.95",0,47,"6051"
"Two year","Mailed check",38,"20.2","735.9",0,71,"4947"
"One year","Electronic check",40,"55.8","2283.3",0,78,"3587"
"Two year","Mailed check",61,"24.2","1445.2",0,51,"6201"
"One year","Credit card (automatic)",32,"72.8","2333.05",0,78,"3278"
"Month-to-month","Credit card (automatic)",21,"99.85","1992.55",0,74,"2113"
"One year","Electronic check",59,"99.5","5890.0",0,50,"5513"
"Two year","Credit card (automatic)",47,"20.25","1029.8",0,64,"5134"
"Two year","Bank transfer (automatic)",69,"26.0","1796.55",0,22,"4933"
"Month-to-month","Credit card (automatic)",2,"19.9","33.7",0,58,"5824"
"Month-to-month","Bank transfer (automatic)",22,"19.05","454.05",0,30,"4312"
"Month-to-month","Electronic check",15,"96.5","1392.25",0,61,"2394"
"Two year","Credit card (automatic)",53,"19.85","1049.6",0,36,"6338"
"Month-to-month","Mailed check",28,"25.7","734.6",0,80,"3136"
"One year","Mailed check",22,"20.3","475.1",0,50,"4510"
"Month-to-month","Electronic check",16,"91.55","1540.05",0,46,"4045"
"Two year","Mailed check",48,"39.4","1978.65",0,26,"5701"
"Month-to-month","Bank transfer (automatic)",30,"105.7","3181.8",0,54,"2455"
"Month-to-month","Electronic check",3,"70.25","229.7",0,46,"2156"
"Two year","Electronic check",57,"93.75","5625.55",0,75,"4276"
"One year","Bank transfer (automatic)",23,"60.0","1347.15",0,54,"3835"
"Two year","Credit card (automatic)",65,"59.8","3808.2",0,37,"6034"
"One year","Bank transfer (automatic)",44,"90.65","3974.15",0,26,"3786"
"Two year","Bank transfer (automatic)",71,"109.0","7661.8",0,35,"4204"
"One year","Credit card (automatic)",37,"68.1","2479.25",0,60,"2873"
"Month-to-month","Mailed check",12,"20.4","266.6",0,60,"4497"
"Two year","Bank transfer (automatic)",69,"81.95","5601.4",0,59,"6182"
"Month-to-month","Electronic check",35,"60.55","1982.6",0,34,"3463"
"Month-to-month","Bank transfer (automatic)",5,"65.6","339.9",0,65,"5636"
"Two year","Bank transfer (automatic)",58,"82.5","4828.05",0,25,"4348"
"Two year","Bank transfer (automatic)",72,"82.3","5980.55",0,76,"5219"
"Two year","Mailed check",72,"68.15","4808.7",0,34,"4613"
"Month-to-month","Credit card (automatic)",1,"20.3","20.3",0,31,"2507"
"One year","Credit card (automatic)",53,"20.2","1068.15",0,22,"6050"
"Month-to-month","Electronic check",27,"89.2","2383.6",0,54,"4384"
"Month-to-month","Electronic check",18,"74.8","1438.05",0,39,"4809"
"Two year","Mailed check",46,"20.2","917.45",0,35,"3136"
"Two year","Credit card (automatic)",72,"84.4","6096.45",0,44,"5046"
"Month-to-month","Electronic check",4,"25.15","99.95",0,31,"3891"
"Two year","Credit card (automatic)",25,"19.8","475.2",0,20,"3875"
"Month-to-month","Electronic check",40,"50.85","2036.55",0,35,"2819"
"Month-to-month","Electronic check",63,"102.4","6444.05",0,43,"5096"
"Month-to-month","Credit card (automatic)",14,"55.5","767.55",0,68,"3520"
"Two year","Bank transfer (automatic)",72,"109.75","7932.5",0,53,"4265"
"Month-to-month","Electronic check",39,"106.4","4040.65",0,66,"4111"
"Two year","Credit card (automatic)",47,"60.0","2768.65",0,48,"3248"
"Month-to-month","Credit card (automatic)",19,"88.8","1672.35",0,63,"4600"
"Month-to-month","Bank transfer (automatic)",17,"80.05","1345.65",0,27,"3443"
"Month-to-month","Electronic check",34,"75.55","2425.4",0,22,"5381"
"Month-to-month","Electronic check",42,"49.55","2077.95",0,43,"3637"
"Two year","Credit card (automatic)",71,"23.9","1663.5",0,59,"5471"
"Month-to-month","Bank transfer (automatic)",19,"66.4","1286.05",0,22,"4533"
"Two year","Credit card (automatic)",57,"18.8","1094.35",0,58,"6466"
"Two year","Electronic check",72,"108.4","7719.5",0,33,"4394"
"Month-to-month","Mailed check",6,"85.95","514.6",0,80,"3291"
"Two year","Bank transfer (automatic)",61,"80.9","4932.5",0,64,"4161"
"Two year","Credit card (automatic)",48,"111.8","5443.65",0,57,"3922"
"Month-to-month","Credit card (automatic)",16,"20.6","330.25",0,64,"5667"
"Month-to-month","Electronic check",3,"44.6","122.7",0,74,"3122"
"Two year","Credit card (automatic)",65,"105.1","6631.85",0,28,"5649"
"Two year","Credit card (automatic)",70,"115.15","8250.0",0,80,"4388"
"One year","Mailed check",60,"59.8","3561.15",0,63,"5488"
"One year","Electronic check",69,"26.3","1763.55",0,25,"5418"
"Month-to-month","Electronic check",35,"70.55","2419.0",0,45,"5873"
"Month-to-month","Mailed check",22,"20.05","470.2",0,44,"5555"
"Two year","Bank transfer (automatic)",66,"79.85","5234.95",0,56,"6236"
"Month-to-month","Credit card (automatic)",34,"90.05","3097.0",0,59,"4648"
"Two year","Bank transfer (automatic)",72,"24.45","1709.1",0,64,"5335"
"One year","Electronic check",31,"59.95","1848.8",0,37,"4337"
"One year","Bank transfer (automatic)",30,"25.35","723.3",0,47,"5915"
"Month-to-month","Credit card (automatic)",19,"34.3","577.15",0,20,"4615"
"Month-to-month","Electronic check",65,"105.05","6914.95",0,53,"5313"
"Two year","Mailed check",30,"19.3","602.9",0,30,"4453"
"One year","Mailed check",6,"19.15","124.4",0,41,"5322"
"Month-to-month","Electronic check",2,"51.4","96.8",0,58,"2580"
"Month-to-month","Electronic check",53,"71.85","3827.9",0,52,"4903"
"Month-to-month","Electronic check",7,"75.4","533.05",0,41,"3533"
"One year","Bank transfer (automatic)",61,"49.7","2961.4",0,46,"4577"
"Month-to-month","Electronic check",13,"78.75","995.35",0,79,"5631"
"One year","Bank transfer (automatic)",35,"81.6","2815.25",0,60,"2300"
"Month-to-month","Credit card (automatic)",2,"70.4","154.8",0,39,"5748"
"Month-to-month","Electronic check",3,"76.1","257.6",0,25,"2650"
"One year","Bank transfer (automatic)",62,"94.0","5757.2",0,25,"4778"
"Two year","Credit card (automatic)",72,"103.95","7517.7",0,26,"4495"
"Two year","Bank transfer (automatic)",63,"19.95","1234.8",0,74,"5151"
"One year","Bank transfer (automatic)",35,"110.8","3836.3",0,35,"2125"
"One year","Electronic check",62,"96.1","6001.45",0,61,"6139"
"Month-to-month","Mailed check",15,"48.8","720.1",0,57,"2577"
"Month-to-month","Credit card (automatic)",55,"50.55","2832.75",0,44,"6250"
"Month-to-month","Mailed check",11,"44.65","472.25",0,64,"4492"
"One year","Bank transfer (automatic)",61,"19.45","1336.35",0,26,"4559"
"Two year","Credit card (automatic)",71,"89.3","6388.65",0,30,"4658"
"Two year","Mailed check",35,"19.25","677.9",0,77,"2682"
"Month-to-month","Bank transfer (automatic)",17,"70.5","1165.6",0,53,"3650"
"Two year","Bank transfer (automatic)",47,"19.65","921.55",0,28,"4159"
"Month-to-month","Mailed check",3,"20.85","72.0",0,56,"5867"
"Month-to-month","Mailed check",3,"19.65","68.35",0,55,"4852"
"Two year","Credit card (automatic)",44,"19.35","847.25",0,42,"4975"
"Month-to-month","Mailed check",1,"44.0","44.0",0,75,"4138"
"One year","Electronic check",44,"94.4","4295.35",0,73,"5019"
"Month-to-month","Electronic check",18,"75.4","1380.4",0,53,"4792"
"Two year","Bank transfer (automatic)",65,"71.0","4386.2",0,32,"6308"
"One year","Mailed check",3,"21.2","52.05",0,29,"2088"
"Two year","Mailed check",33,"61.05","2018.4",0,21,"3215"
"One year","Bank transfer (automatic)",34,"79.95","2727.3",0,26,"3570"
"Two year","Mailed check",14,"19.7","263.65",0,68,"2966"
"Month-to-month","Mailed check",13,"20.3","275.4",0,45,"5332"
"One year","Mailed check",23,"24.35","538.5",0,30,"4031"
"Two year","Mailed check",47,"19.75","948.9",0,34,"3843"
"Month-to-month","Mailed check",17,"50.3","846.8",0,33,"3202"
"Month-to-month","Electronic check",59,"50.25","2997.45",0,27,"5546"
"Two year","Credit card (automatic)",69,"85.35","5897.4",0,37,"6499"
"Month-to-month","Mailed check",10,"51.65","524.5",0,45,"4292"
"Two year","Bank transfer (automatic)",12,"24.0","269.65",0,69,"3705"
"Month-to-month","Mailed check",39,"59.85","2341.5",0,47,"3900"
"Two year","Credit card (automatic)",71,"25.45","1789.65",0,26,"5341"
"Two year","Credit card (automatic)",71,"23.9","1626.4",0,71,"5574"
"One year","Credit card (automatic)",33,"24.15","800.3",0,73,"4501"
"Month-to-month","Mailed check",67,"75.7","5060.85",0,30,"5823"
"Month-to-month","Mailed check",9,"50.85","466.6",0,26,"4623"
"Two year","Credit card (automatic)",52,"91.6","4627.8",0,62,"6069"
"One year","Electronic check",70,"98.9","6838.6",0,20,"5980"
"Month-to-month","Electronic check",1,"85.0","85.0",0,46,"5754"
"Month-to-month","Mailed check",1,"44.3","44.3",0,57,"4427"
"One year","Mailed check",52,"80.2","4297.6",0,51,"5597"
"Month-to-month","Mailed check",6,"60.9","414.1",0,80,"2191"
"Month-to-month","Mailed check",7,"34.2","256.6",0,32,"5100"
"One year","Credit card (automatic)",26,"87.15","2274.1",0,77,"5689"
"Month-to-month","Electronic check",25,"54.3","1296.8",0,63,"3971"
"Two year","Mailed check",69,"19.1","1268.85",0,31,"4535"
"Two year","Credit card (automatic)",72,"112.75","8192.6",0,60,"4927"
"Month-to-month","Mailed check",4,"19.95","59.25",0,64,"3172"
"Two year","Mailed check",59,"19.5","1147.85",0,50,"5293"
"Two year","Bank transfer (automatic)",67,"65.55","4361.55",0,54,"6035"
"Month-to-month","Electronic check",26,"78.8","2006.1",0,37,"4509"
"One year","Mailed check",27,"78.2","2078.95",0,54,"2297"
"Two year","Bank transfer (automatic)",72,"105.25","7609.75",0,78,"4427"
"Month-to-month","Electronic check",6,"89.25","487.05",0,76,"4430"
"Two year","Credit card (automatic)",62,"20.65","1218.45",0,40,"6403"
"One year","Electronic check",20,"68.7","1416.2",0,73,"2989"
"Month-to-month","Credit card (automatic)",6,"78.65","483.3",0,68,"2724"
"Two year","Mailed check",51,"24.75","1234.6",0,46,"5080"
"Two year","Credit card (automatic)",61,"19.75","1311.6",0,22,"6108"
"Month-to-month","Electronic check",62,"89.1","5618.3",0,25,"4415"
"Two year","Bank transfer (automatic)",72,"84.7","6185.15",0,78,"4520"
"Month-to-month","Electronic check",13,"59.9","788.35",0,58,"5254"
"Two year","Mailed check",38,"19.95","756.4",0,75,"3614"
"Month-to-month","Electronic check",34,"108.9","3625.2",0,24,"5151"
"Month-to-month","Mailed check",18,"33.6","550.35",0,21,"5388"
"One year","Mailed check",56,"85.85","4793.8",0,28,"5058"
"Month-to-month","Bank transfer (automatic)",36,"34.85","1267.2",0,50,"4452"
"Month-to-month","Credit card (automatic)",57,"95.3","5567.45",0,23,"4912"
"Two year","Bank transfer (automatic)",70,"84.6","5706.2",0,39,"5679"
"Month-to-month","Electronic check",68,"44.95","3085.35",0,63,"5750"
"Month-to-month","Electronic check",1,"24.7","24.7",0,29,"3518"
"Month-to-month","Credit card (automatic)",37,"100.3","3541.4",0,44,"4040"
"Month-to-month","Mailed check",4,"25.45","84.2",0,77,"2616"
"Month-to-month","Mailed check",1,"50.7","50.7",0,30,"3007"
"Month-to-month","Credit card (automatic)",20,"55.0","1165.55",0,68,"4481"
"Two year","Bank transfer (automatic)",72,"68.4","4855.35",0,79,"5504"
"Month-to-month","Bank transfer (automatic)",11,"55.05","608.15",0,21,"2762"
"Two year","Credit card (automatic)",33,"19.8","641.35",0,42,"2635"
"One year","Electronic check",62,"84.45","4959.15",0,60,"4166"
"Month-to-month","Mailed check",1,"35.9","35.9",0,55,"3929"
"Month-to-month","Bank transfer (automatic)",16,"80.75","1321.3",0,55,"2942"
"One year","Mailed check",22,"78.65","1663.75",0,67,"3571"
"Month-to-month","Bank transfer (automatic)",49,"61.75","3024.15",0,39,"5511"
"One year","Credit card (automatic)",36,"63.7","2188.5",0,31,"2504"
"Month-to-month","Electronic check",31,"87.6","2724.25",0,48,"5094"
"Month-to-month","Electronic check",5,"89.15","413.25",0,27,"2576"
"Two year","Credit card (automatic)",66,"20.0","1374.2",0,74,"5011"
"Two year","Bank transfer (automatic)",64,"104.4","6692.65",0,38,"5617"
"Month-to-month","Credit card (automatic)",10,"20.05","218.5",0,23,"2049"
"Month-to-month","Electronic check",29,"34.3","1004.75",0,65,"2555"
"Two year","Bank transfer (automatic)",57,"20.65","1125.6",0,49,"4193"
"Month-to-month","Mailed check",46,"84.25","3847.6",0,49,"3509"
"Two year","Bank transfer (automatic)",53,"19.65","978.0",0,68,"5878"
"One year","Credit card (automatic)",17,"79.85","1387.35",0,42,"5574"
"Two year","Mailed check",38,"20.2","746.05",0,63,"2631"
"One year","Mailed check",15,"19.8","304.6",0,28,"5753"
"Month-to-month","Electronic check",22,"50.35","1098.85",0,73,"2875"
"One year","Bank transfer (automatic)",57,"74.6","4368.95",0,76,"4546"
"Month-to-month","Credit card (automatic)",11,"79.15","827.7",0,20,"3355"
"Two year","Mailed check",1,"20.35","20.35",0,38,"4836"
"Two year","Bank transfer (automatic)",12,"21.05","262.05",0,25,"4843"
"Month-to-month","Electronic check",36,"94.7","3512.5",0,76,"4671"
"Month-to-month","Electronic check",2,"74.95","151.75",0,76,"3969"
"Two year","Bank transfer (automatic)",72,"111.95","8033.1",0,25,"4004"
"Two year","Bank transfer (automatic)",62,"19.85","1253.65",0,45,"4278"
"Month-to-month","Electronic check",6,"89.75","552.65",0,63,"2370"
"Two year","Mailed check",48,"20.05","1036.0",0,28,"2964"
"Two year","Electronic check",35,"108.95","4025.5",0,32,"5903"
"One year","Credit card (automatic)",52,"19.65","928.4",0,34,"4279"
"Month-to-month","Mailed check",1,"24.9","24.9",0,61,"5318"
"Two year","Credit card (automatic)",71,"93.2","6506.15",0,69,"4493"
"One year","Bank transfer (automatic)",67,"84.8","5598.3",0,66,"6072"
"One year","Electronic check",60,"71.75","4374.55",0,71,"4964"
"Month-to-month","Bank transfer (automatic)",23,"30.35","678.75",0,62,"4960"
"One year","Bank transfer (automatic)",39,"54.85","2191.7",0,72,"3884"
"One year","Mailed check",15,"19.5","239.75",0,59,"5471"
"Two year","Mailed check",24,"24.2","609.05",0,46,"5865"
"Month-to-month","Electronic check",37,"19.35","683.75",0,31,"2360"
"One year","Electronic check",50,"100.65","5189.75",0,40,"5791"
"One year","Credit card (automatic)",54,"94.1","5060.9",0,70,"4084"
"Month-to-month","Electronic check",3,"74.55","233.65",0,58,"5125"
"Month-to-month","Electronic check",5,"56.15","291.45",0,78,"5232"
"Two year","Mailed check",33,"20.35","689.75",0,71,"2507"
"One year","Electronic check",41,"80.55","3263.9",0,29,"4176"
"One year","Mailed check",34,"61.25","1993.2",0,37,"3607"
"Month-to-month","Mailed check",13,"20.45","254.5",0,25,"5417"
"Month-to-month","Credit card (automatic)",20,"18.9","347.65",0,51,"4277"
"Two year","Credit card (automatic)",51,"19.6","967.9",0,68,"4224"
"Month-to-month","Bank transfer (automatic)",41,"45.2","1841.9",0,42,"4418"
"Month-to-month","Credit card (automatic)",13,"19.45","232.1",0,54,"2783"
"Two year","Bank transfer (automatic)",35,"25.45","809.25",0,36,"4873"
"Month-to-month","Mailed check",4,"94.9","360.55",0,22,"3094"
"Month-to-month","Mailed check",12,"29.3","355.9",0,75,"3353"
"One year","Mailed check",7,"20.25","129.15",0,54,"4208"
"One year","Electronic check",53,"110.5","5835.5",0,59,"4135"
"Month-to-month","Bank transfer (automatic)",63,"109.4","7031.45",0,24,"5961"
"Month-to-month","Mailed check",5,"19.95","109.6",0,67,"5252"
"One year","Mailed check",37,"19.6","727.8",0,77,"5730"
"Month-to-month","Electronic check",12,"76.6","893.0",0,61,"3280"
"One year","Credit card (automatic)",38,"19.6","763.1",0,53,"4623"
"Month-to-month","Credit card (automatic)",9,"85.3","781.4",0,28,"5850"
"Month-to-month","Electronic check",13,"65.85","902.25",0,44,"2731"
"Two year","Credit card (automatic)",47,"20.05","1016.7",0,35,"3260"
"Month-to-month","Bank transfer (automatic)",61,"99.4","5943.65",0,44,"5404"
"Month-to-month","Mailed check",16,"20.0","275.7",0,75,"3705"
"Two year","Electronic check",41,"78.45","3126.45",0,27,"5468"
"Two year","Electronic check",43,"25.1","1070.15",0,59,"4797"
"Month-to-month","Electronic check",6,"55.0","340.4",0,21,"2629"
"One year","Credit card (automatic)",58,"71.1","4299.2",0,42,"5395"
"Month-to-month","Credit card (automatic)",19,"61.55","1093.2",0,60,"5831"
"Month-to-month","Bank transfer (automatic)",11,"45.9","521.9",0,41,"3880"
"One year","Bank transfer (automatic)",39,"40.3","1630.4",0,77,"3424"
"Month-to-month","Electronic check",8,"87.1","713.6",0,65,"3950"
"Month-to-month","Mailed check",26,"49.5","1265.65",0,38,"4196"
"Month-to-month","Credit card (automatic)",53,"73.8","4003.85",0,45,"6469"
"Two year","Mailed check",70,"19.2","1401.4",0,53,"5261"
"Two year","Mailed check",59,"25.0","1510.5",0,69,"5537"
"One year","Mailed check",7,"35.3","264.8",0,39,"3463"
"One year","Credit card (automatic)",59,"76.75","4541.9",0,24,"5918"
"Two year","Bank transfer (automatic)",61,"81.0","4976.15",0,40,"4151"
"Two year","Bank transfer (automatic)",72,"105.55","7542.25",0,62,"4331"
"Month-to-month","Mailed check",13,"18.8","251.25",0,71,"2333"
"One year","Mailed check",64,"24.9","1595.5",0,62,"5038"
"One year","Mailed check",10,"64.9","685.55",0,62,"4883"
"One year","Bank transfer (automatic)",65,"61.35","3874.1",0,36,"6354"
"Two year","Mailed check",62,"113.95","6891.4",0,71,"6193"
"One year","Electronic check",55,"90.15","4916.95",0,77,"4712"
"Month-to-month","Electronic check",25,"54.1","1373.0",0,64,"5701"
"Month-to-month","Credit card (automatic)",1,"49.8","49.8",0,24,"2978"
"Two year","Bank transfer (automatic)",64,"24.4","1548.65",0,68,"4772"
"Month-to-month","Bank transfer (automatic)",36,"95.0","3440.25",0,64,"3057"
"Two year","Mailed check",61,"69.9","4226.7",0,76,"5117"
"One year","Bank transfer (automatic)",26,"39.95","1023.75",0,74,"2715"
"Two year","Credit card (automatic)",68,"103.25","7074.4",0,22,"4751"
"Two year","Bank transfer (automatic)",72,"94.25","6849.75",0,51,"6295"
